sku	system_id	socket_0_avgpower	socket_0_energy	socket_1_avgpower	socket_1_energy	cpu_total_usage_iowait	cpu_cpu-total_usage_steal	cpu_total_usage_system	cpu_total_usage_user	cpu_frequency_b27jnz3_cpu_frequency_current	ipmi_sensor_3.1_value	ipmi_sensor_3.2_value	ipmi_sensor_cpu_usage_value	ipmi_sensor_pwr_consumption_value	mem_active	mem_available	mem_available_percent	mem_free	mem_total	mem_used	mem_used_percent	systemmetrics_timestamp_start	systemmetrics_timestamp_end	utc_timestamp	start_time	end_time	model_name	model_precision	batch_size	llm_temperature	max_new_tokens	input_tokens_length	workload	server_version	metrum_insights	num_replicas	requests_per_second	concurrent_requests	time_taken_for_tests	api_endpoint	completed_requests	failed_requests	p90_latency	p95_latency	p100_latency	total_transferred	total_body_sent	html_transferred	min_connect_time	mean_connect_time	max_connect_time	time_to_first_token_seconds_count_0	time_to_first_token_seconds_sum_0	total_generation_tokens_0	time_per_output_token_seconds_count_0	time_per_output_token_seconds_sum_0	total_prompt_tokens_0	time_to_first_token_seconds_count_1	time_to_first_token_seconds_sum_1	total_generation_tokens_1	time_per_output_token_seconds_count_1	time_per_output_token_seconds_sum_1	total_prompt_tokens_1	time_to_first_token_seconds_count_2	time_to_first_token_seconds_sum_2	total_generation_tokens_2	time_per_output_token_seconds_count_2	time_per_output_token_seconds_sum_2	total_prompt_tokens_2	time_to_first_token_seconds_count_3	time_to_first_token_seconds_sum_3	total_generation_tokens_3	time_per_output_token_seconds_count_3	time_per_output_token_seconds_sum_3	total_prompt_tokens_3	time_to_first_token_seconds_count_4	time_to_first_token_seconds_sum_4	total_generation_tokens_4	time_per_output_token_seconds_count_4	time_per_output_token_seconds_sum_4	total_prompt_tokens_4	time_to_first_token_seconds_count_5	time_to_first_token_seconds_sum_5	total_generation_tokens_5	time_per_output_token_seconds_count_5	time_per_output_token_seconds_sum_5	total_prompt_tokens_5	tokensinfo_completion_tokens_total	tokensinfo_prompt_tokens_total	tokensinfo_time_start	tokensinfo_time_end	model_parameter	cpu_energy_mean	ipmi_sensor_7.1_value
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	398186.5	1410152.6407645	399784.5	1431748.0390935	0.0	0	0.4259856447	43.2061248586	2922.2651692708	86.0	83.0	84.0	1380.0	30862534656	1238590988288	76.3239335029	1205456676864	1622808117248	376721883136	23.214197608	1727068680	1727068690	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342715.4883990182	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	399105.0	1410193.5570760001	399915.0	1431788.9312805	0.0	0	0.43610210250000003	43.3324989453	2926.9427981771	86.0	84.0	84.0	1380.0	30862534656	1238597308416	76.3243229592	1205462931456	1622808117248	376715585536	23.2138095399	1727068690	1727068700	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342728.387313336	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	395900.5	1410234.4397485	395875.0	1431829.705815	0.0002603814	0	0.44820685590000003	42.7840866498	2910.4017356771	86.0	83.0	84.0	1380.0	30862534656	1238586689536	76.323668607	1205452169216	1622808117248	376726290432	23.2144691925	1727068700	1727068710	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342741.3446676081	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	399232.0	1410275.3346870001	396732.5	1431870.5756660001	0.0	0	0.43668576410000004	43.083288147	2879.5299583333	87.0	85.0	84.0	1380.0	30862534656	1238587256832	76.3237035647	1205452689408	1622808117248	376725725184	23.214434361	1727068710	1727068720	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342754.244730819	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	400581.0	1410316.267585	399799.0	1431911.427991	0.0	0	0.4080603493	43.1515870825	2822.6099114583	87.0	84.0	84.0	1380.0	30862534656	1238593728512	76.3241023598	1205459202048	1622808117248	376719308800	23.2140389733	1727068720	1727068730	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342767.6448137617	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	398667.0	1410357.1603075	398259.0	1431952.3616614998	0.0	0	0.4432104772	43.1467138495	2882.1480013021	87.0	85.0	84.0	1410.0	30862536704	1238590439424	76.323899681	1205455861760	1622808117248	376722569216	23.2142398853	1727068730	1727068740	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342781.2585729284	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	400325.5	1410398.0997555	398766.5	1431993.3295510001	0.0	0	0.3577742988	43.7323092379	2843.4998567708	88.0	84.0	86.0	1380.0	30862538752	1238605125632	76.3248046684	1205470255104	1622808117248	376707923968	23.213337422	1727068740	1727068750	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342795.768940612	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	396372.5	1410439.030236	400244.0	1432034.2109725	0.0	0	0.3806066684	43.1482280989	2837.5177317708	88.0	85.0	86.0	1320.0	30862538752	1238587701248	76.3237309503	1205452636160	1622808117248	376725385216	23.2144134117	1727068750	1727068760	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342810.0668831887	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	397220.5	1410479.968694	398070.0	1432075.1080255	0.0	0	0.34081425060000003	44.0629852489	2845.6814765625	88.0	85.0	86.0	1380.0	30862538752	1238596356096	76.3242642757	1205461000192	1622808117248	376716759040	23.2138818531	1727068760	1727068770	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342825.1237818646	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	401153.0	1410520.855495	399524.0	1432116.025876	0.0	0	0.3685254672	43.742806248	2783.6835052083	88.0	85.0	86.0	1350.0	30862542848	1238587826176	76.3237386486	1205452316672	1622808117248	376725256192	23.214405461	1727068770	1727068780	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342839.5439081094	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	396758.0	1410561.803398	399538.0	1432157.009825	0.0	0	0.4144498786	43.6274056757	2852.4681914063	88.0	84.0	86.0	1350.0	30862542848	1238587992064	76.3237488708	1205452331008	1622808117248	376725043200	23.2143923361	1727068780	1727068790	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342853.8526545195	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	398632.0	1410602.6919735	399186.5	1432197.9751920002	0.0002605035	0	0.3760688519	43.3693984011	2887.9884036458	88.0	84.0	86.0	1410.0	30862542848	1238576496640	76.3230405047	1205440684032	1622808117248	376736534528	23.2151004499	1727068790	1727068800	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342868.1159719648	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	398932.0	1410643.523809	399092.5	1432238.9165400001	0.0	0	0.4412006705	42.5526479341	2914.5078580729	88.0	85.0	86.0	1380.0	30862542848	1238577141760	76.323080258	1205441280000	1622808117248	376735840256	23.215057667700002	1727068800	1727068810	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342881.7245884193	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	398245.5	1410684.4628085	393657.5	1432279.8273915001	0.0	0	0.4499836842	41.7743077518	2918.6810989583	89.0	84.0	86.0	1410.0	30862542848	1238579458048	76.3232229913	1205443493888	1622808117248	376733546496	23.2149163226	1727068810	1727068820	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342894.9775347552	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	394379.0	1410725.359758	399071.0	1432320.765997	0.0	0	0.4386849749	41.8047492451	2934.5973346354	87.0	86.0	86.0	1410.0	30862542848	1238585434112	76.3235912458	1205449330688	1622808117248	376727642112	23.2145524852	1727068820	1727068830	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342908.140322207	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	394653.5	1410766.109372	399063.5	1432361.6578055	0.0	0	0.45266673770000004	41.4055699794	2917.4756080729	88.0	85.0	86.0	1380.0	30862540800	1238593083392	76.3240626065	1205456928768	1622808117248	376719996928	23.2140813768	1727068830	1727068840	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342921.1383628138	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	399167.0	1410806.9374545	400657.0	1432402.5558035	0.0	0	0.4609036395	41.9698436722	2935.7141028646	88.0	85.0	85.0	1410.0	30862542848	1238588577792	76.3237849643	1205452392448	1622808117248	376724477952	23.2143575046	1727068840	1727068850	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342934.2379161146	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	398927.0	1410847.8279094999	399849.5	1432443.487096	0.0	0	0.4924522327	42.9664740074	2893.9180234375	87.0	84.0	85.0	1410.0	30862544896	1238582155264	76.323389198	1205445902336	1622808117248	376730914816	23.2147541544	1727068850	1727068860	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342947.6017615443	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	398958.0	1410888.774131	399902.0	1432484.431032	0.0	0	0.47670989290000004	42.5365480181	2938.1234570313	86.0	84.0	85.0	1440.0	30862542848	1238574182400	76.3228978975	1205437847552	1622808117248	376738906112	23.2152465906	1727068860	1727068870	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342960.7971532044	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	399639.0	1410929.6910195001	399531.5	1432525.355335	0.0	0	0.4387073648	42.863256576	2903.3211927083	84.0	84.0	85.0	1410.0	30862542848	1238572498944	76.3227941603	1205436129280	1622808117248	376740567040	23.2153489396	1727068870	1727068880	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342973.9742148242	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	397455.5	1410970.58831	400572.0	1432566.2809665	0.0002607848	0	0.4645749306	42.8084232851	2927.3324583333	84.0	83.0	85.0	1440.0	30862544896	1238575609856	76.3229858596	1205439197184	1622808117248	376737433600	23.2151558521	1727068880	1727068890	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	342987.1943134375	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	398721.0	1411011.489454	400237.0	1432607.184938	0.0	0	0.4468595857	42.186648293	2957.5535221354	83.0	83.0	85.0	1410.0	30862546944	1238579314688	76.3232141572	1205442807808	1622808117248	376733784064	23.2149309619	1727068890	1727068900	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	343000.302360539	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	398517.0	1411052.376088	400438.5	1432648.0550745	0.0	0	0.4545799419	42.276026625	2918.1758020833	83.0	84.0	85.0	1410.0	30862546944	1238583552000	76.3234752671	1205447018496	1622808117248	376729518080	23.2146680853	1727068900	1727068910	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	343013.3370421706	
9684X	PowerEdge R7625  SKU:0AF9 ModelName:PowerEdge R7625 	396451.5	1411093.1782755	400146.5	1432688.8780025002	0.0	0	0.47115477050000004	42.5094643752	2926.7736393229	83.5	84.0			30862546944	1238588911616	76.3238055351	1205452394496	1622808117248	376724178944	23.2143390793	1727068910	1727068920	2024-09-23 05:35:03	2024-09-23 05:06:46.920445204	2024-09-23 05:35:03.459910870	microsoft/Phi-3.5-mini-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	6	1.51	512	1696.499	/v1/chat/completions	2560	0	364921	376458	386793	3359418	1164800	3034739	6062	308466	386793	426	3635.694767952	98700	98274	123107.1594963074	72405	427	3635.3014938831	100062	99635	130661.9945750237	72975	427	3717.9978878498	99714	99287	126832.5571639538	73278	426	3654.3100662231	99562	99136	125012.4801669121	73042	427	3707.4102091789	100088	99661	131000.8318369389	72939	427	3601.6636450291	99129	98702	129214.9200143814	73192	597255	437831	2024-09-23T05:07:40Z	2024-09-23T05:35:03Z	NA	343026.5414652826	740.0
