sku	system_id	socket_0_avgpower	socket_0_energy	socket_1_avgpower	socket_1_energy	cpu_total_usage_iowait	cpu_cpu-total_usage_steal	cpu_total_usage_system	cpu_total_usage_user	cpu_frequency_2pamd17g1_cpu_frequency_current	ipmi_sensor_cpu_usage_value	ipmi_sensor_pwr_consumption_value	mem_active	mem_available	mem_available_percent	mem_free	mem_total	mem_used	mem_used_percent	systemmetrics_timestamp_start	systemmetrics_timestamp_end	utc_timestamp	start_time	end_time	model_name	model_precision	batch_size	llm_temperature	max_new_tokens	input_tokens_length	workload	server_version	metrum_insights	num_replicas	requests_per_second	concurrent_requests	time_taken_for_tests	api_endpoint	completed_requests	failed_requests	p90_latency	p95_latency	p100_latency	total_transferred	total_body_sent	html_transferred	min_connect_time	mean_connect_time	max_connect_time	time_to_first_token_seconds_count_0	time_to_first_token_seconds_sum_0	total_generation_tokens_0	time_per_output_token_seconds_count_0	time_per_output_token_seconds_sum_0	total_prompt_tokens_0	time_to_first_token_seconds_count_1	time_to_first_token_seconds_sum_1	total_generation_tokens_1	time_per_output_token_seconds_count_1	time_per_output_token_seconds_sum_1	total_prompt_tokens_1	time_to_first_token_seconds_count_2	time_to_first_token_seconds_sum_2	total_generation_tokens_2	time_per_output_token_seconds_count_2	time_per_output_token_seconds_sum_2	total_prompt_tokens_2	time_to_first_token_seconds_count_3	time_to_first_token_seconds_sum_3	total_generation_tokens_3	time_per_output_token_seconds_count_3	time_per_output_token_seconds_sum_3	total_prompt_tokens_3	time_to_first_token_seconds_count_4	time_to_first_token_seconds_sum_4	total_generation_tokens_4	time_per_output_token_seconds_count_4	time_per_output_token_seconds_sum_4	total_prompt_tokens_4	time_to_first_token_seconds_count_5	time_to_first_token_seconds_sum_5	total_generation_tokens_5	time_per_output_token_seconds_count_5	time_per_output_token_seconds_sum_5	total_prompt_tokens_5	time_to_first_token_seconds_count_6	time_to_first_token_seconds_sum_6	total_generation_tokens_6	time_per_output_token_seconds_count_6	time_per_output_token_seconds_sum_6	total_prompt_tokens_6	time_to_first_token_seconds_count_7	time_to_first_token_seconds_sum_7	total_generation_tokens_7	time_per_output_token_seconds_count_7	time_per_output_token_seconds_sum_7	total_prompt_tokens_7	tokensinfo_completion_tokens_total	tokensinfo_prompt_tokens_total	tokensinfo_time_start	tokensinfo_time_end	model_parameter	cpu_energy_mean
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	146024.5	843924.719729	226800.5	837250.614389	0.0	0	0.10065618650000001	4.1873013146	2860.856553711	0.0	104.0	504647309312	984784187392	66.2236761208	958811754496	1487057567744	496044642304	33.357460603	1727084060	1727084070	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132346.767079876
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	145686.0	843939.4771245	225053.5	837273.2183355	0.0	0	0.09929709860000001	4.1722442757	2866.4608457031	0.0	78.0	504553531392	984871124992	66.2295224042	958898640896	1487057567744	495957696512	33.3516137687	1727084070	1727084080	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132347.8949575615
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	153769.0	843954.2919735	227338.0	837295.8474735001	0.0	0	0.1026014251	4.1738320474	2873.8779726563			504575377408	984920518656	66.2328439746	958947969024	1487057567744	495908274176	33.3482902702	1727084080	1727084090	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132349.0301273994
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	151861.5	843969.0976925	225674.0	837318.4969695001	0.0	0	0.10045618910000001	4.180070949	2873.7887675781	0.0	78.0	504551591936	985072082944	66.2430362019	959099494400	1487057567744	495756711936	33.3380981806	1727084090	1727084100	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132350.1671811094
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	148430.0	843983.8589315	227566.0	837341.1640325	0.0	0	0.10378278390000001	4.1882389455	2873.5252773438	0.0	104.0	504540499968	985075570688	66.2432707419	959102953472	1487057567744	495753234432	33.3378643292	1727084100	1727084110	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132351.3029059141
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	190920.5	844002.145922	177599.0	837360.569899	0.0001954003	0	0.1065023261	4.3052018882	2868.4669824219			504929849344	984854917120	66.2284324752	958880657408	1487057567744	495972667392	33.3526205138	1727084110	1727084120	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132352.6234311641
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	194039.0	844021.33152	175859.5	837378.3155449999	0.0	0	0.0939922168	4.2132597391	2876.1828447266	0.0	104.0	505000798208	984840790016	66.2274824713	958866483200	1487057567744	495986794496	33.3535705177	1727084120	1727084130	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132353.7176435674
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	196095.0	844040.659214	177303.0	837396.0886745	0.0	0	0.0981081927	4.2290104879	2877.5838164063	0.0	78.0	504993310720	984823379968	66.2263116997	958849032192	1487057567744	496004206592	33.354741427	1727084130	1727084140	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132354.815174082
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	194206.0	844059.7822435	178442.5	837413.7469560001	0.0	0	0.09829644100000001	4.2081617036	2880.1107050782			504932130816	984848553984	66.228004574	958874169344	1487057567744	495979032576	33.3530485527	1727084140	1727084150	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132355.8950925391
9755	PowerEdge R7725  SKU:0CAF ModelName:PowerEdge R7725 	192242.0	844078.8616595	182538.5	837431.469724	0.0	0	0.09635160370000001	4.2136519097	2876.0050029297	0.0	104.0	504967516160	984878419968	66.2300129686	958904004608	1487057567744	495949148160	33.3510389186	1727084150	1727084160	2024-09-23 09:42:06	2024-09-23 09:32:32.960398197	2024-09-23 09:42:06.519682883	microsoft/Phi-3-mini-4k-instruct	float32	1	1	256	128	amd_cpu_vllm	v0.6.0	v2.4.2	8	0.02	2	573.535	/v1/chat/completions	10	0	107379	107379	107379	16495	4560	15226	53135	99438	107379	1	0.8892490864	256	255	100.4656083584	166	2	1.6530399323	383	381	154.634711504	291	1	0.9466843605	256	255	100.658778429	183	1	0.7778437138000001	256	255	104.3646640778	137	1	0.8310670853000001	256	255	100.9441726208	146	1	0.9526355267000001	256	255	101.7546844482	182	2	1.773049593	512	510	207.6023232937	305	1	1.0106027126	256	255	105.1206214428	185	2431	1595	2024-09-23T09:33:26Z	2024-09-23T09:42:06Z	NA	132356.975861249
